epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.6842368841171265,1.0835927724838257,0.001,0.9259724020957947,0.22159844636917114
1,0.8874484300613403,0.36043351888656616,0.001,0.9558343887329102,0.1384207308292389
2,0.9213170409202576,0.25672534108161926,0.001,0.9652446508407593,0.11522339284420013
3,0.9354301691055298,0.21246615052223206,0.001,0.9720200896263123,0.09510403871536255
4,0.9434590339660645,0.18391457200050354,0.001,0.9681304693222046,0.09763520210981369
5,0.9499558210372925,0.16452652215957642,0.001,0.9716436862945557,0.09407005459070206
6,0.9547878503799438,0.14826500415802002,0.001,0.9698870778083801,0.10068689286708832
7,0.9579699635505676,0.13870155811309814,0.001,0.9790464043617249,0.07332511246204376
8,0.9603712558746338,0.1282787173986435,0.001,0.9759096503257751,0.08031152188777924
9,0.9634060263633728,0.1201711893081665,0.001,0.9797992706298828,0.069541335105896
10,0.9652475118637085,0.11622220277786255,0.001,0.9814303517341614,0.06234529986977577
11,0.967383623123169,0.10716801136732101,0.001,0.9826850891113281,0.06581279635429382
12,0.9694755673408508,0.10080226510763168,0.001,0.9826850891113281,0.05961379036307335
13,0.9702563285827637,0.09722993522882462,0.001,0.9804266095161438,0.06353220343589783
14,0.9715232849121094,0.09194345027208328,0.001,0.9815558195114136,0.06456228345632553
15,0.9729522466659546,0.09044760465621948,0.001,0.9826850891113281,0.05753448233008385
16,0.9737625122070312,0.08860237896442413,0.001,0.9831869602203369,0.05817880108952522
17,0.974454939365387,0.08399980515241623,0.001,0.9836888313293457,0.059667546302080154
18,0.9749263525009155,0.08231725543737411,0.001,0.9839397668838501,0.05820400267839432
19,0.9755451083183289,0.07989241927862167,0.001,0.9841907024383545,0.0602770671248436
20,0.9761638045310974,0.07927202433347702,0.001,0.9838142991065979,0.05571625754237175
21,0.9774307608604431,0.07575992494821548,0.001,0.9809284806251526,0.06883379071950912
22,0.9777106642723083,0.07283803820610046,0.001,0.9848180413246155,0.054180845618247986
23,0.9791396856307983,0.07090122252702713,0.001,0.9834378957748413,0.056709062308073044
24,0.9788597822189331,0.07024075090885162,0.001,0.9833124279975891,0.058813534677028656
25,0.9793311953544617,0.06805402785539627,0.001,0.9858218431472778,0.05236734449863434
26,0.979552149772644,0.06780755519866943,0.001,0.9858218431472778,0.053001418709754944
27,0.9795815944671631,0.06625767797231674,0.001,0.9864491820335388,0.04888046905398369
28,0.9806275963783264,0.06364376097917557,0.001,0.9874529242515564,0.04463024437427521
29,0.9812315702438354,0.0623166561126709,0.001,0.9863237142562866,0.050326745957136154
30,0.9814378023147583,0.06125245243310928,0.001,0.9849435091018677,0.054168298840522766
31,0.9816588163375854,0.060746416449546814,0.001,0.986574649810791,0.052178047597408295
32,0.9828668236732483,0.05940777435898781,0.001,0.9844416379928589,0.057816680520772934
33,0.9824248552322388,0.057482510805130005,0.001,0.986574649810791,0.04972164332866669
34,0.9823511838912964,0.05816391855478287,0.001,0.9873274564743042,0.045435581356287
35,0.982557475566864,0.05680800974369049,0.001,0.9869510531425476,0.04624282568693161
36,0.9868296980857849,0.04337634518742561,0.000100000005,0.9884567260742188,0.04154665023088455
37,0.9879345893859863,0.038516853004693985,0.000100000005,0.9895859360694885,0.03947512432932854
38,0.989348828792572,0.033796291798353195,0.000100000005,0.9895859360694885,0.03929167613387108
39,0.9893783330917358,0.03435620293021202,0.000100000005,0.9889585971832275,0.03859531134366989
40,0.9894814491271973,0.03282158449292183,0.000100000005,0.9900878071784973,0.03838857635855675
41,0.9893636107444763,0.0348227433860302,0.000100000005,0.9900878071784973,0.03690659999847412
42,0.9904242753982544,0.03136202320456505,0.000100000005,0.9895859360694885,0.03788800537586212
43,0.9906894564628601,0.03142456337809563,0.000100000005,0.9898368716239929,0.04051707312464714
44,0.9904979467391968,0.029681487008929253,0.000100000005,0.9899623394012451,0.03924207016825676
45,0.9904537200927734,0.030193433165550232,0.000100000005,0.9897114038467407,0.039172325283288956
46,0.9900854229927063,0.030999504029750824,0.000100000005,0.9897114038467407,0.03866492956876755
47,0.990321159362793,0.02917262725532055,0.000100000005,0.9902132749557495,0.03801267594099045
48,0.9911461472511292,0.027981076389551163,0.000100000005,0.9898368716239929,0.036810945719480515
49,0.991234540939331,0.02794015035033226,1.0000001e-05,0.9902132749557495,0.03718138113617897
