epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.7095168232917786,1.0243024826049805,0.001,0.9327477812767029,0.2066546082496643
1,0.8934590220451355,0.3486146926879883,0.001,0.953701376914978,0.1422276794910431
2,0.9214054346084595,0.25012263655662537,0.001,0.9613550901412964,0.12213511765003204
3,0.9364613890647888,0.20576439797878265,0.001,0.9721455574035645,0.08625303208827972
4,0.9445050358772278,0.18076775968074799,0.001,0.9695106744766235,0.09589321166276932
5,0.950972318649292,0.15694044530391693,0.001,0.9774153232574463,0.07505077123641968
6,0.955730676651001,0.14394454658031464,0.001,0.9775407910346985,0.07247156649827957
7,0.9575427174568176,0.13625934720039368,0.001,0.9782935976982117,0.07834597676992416
8,0.9627872705459595,0.1217227354645729,0.001,0.9784190654754639,0.0748056098818779
9,0.9634944200515747,0.11540348082780838,0.001,0.9792973399162292,0.0724739283323288
10,0.967295229434967,0.10794271528720856,0.001,0.9813048839569092,0.06450124830007553
11,0.968267560005188,0.10016044974327087,0.001,0.9775407910346985,0.07434346526861191
12,0.9690924882888794,0.09898550808429718,0.001,0.9795483350753784,0.07396291196346283
13,0.9709487557411194,0.09221340715885162,0.001,0.9816812872886658,0.064971923828125
14,0.9723924398422241,0.08633555471897125,0.001,0.9839397668838501,0.053170543164014816
15,0.9720830917358398,0.08825810998678207,0.001,0.9815558195114136,0.06268485635519028
16,0.9734089374542236,0.08420328795909882,0.001,0.9819322228431702,0.06695830821990967
17,0.9752504229545593,0.07847757637500763,0.001,0.9831869602203369,0.05938909575343132
18,0.9757513403892517,0.07617644220590591,0.001,0.9849435091018677,0.05620073154568672
19,0.9779758453369141,0.06930729001760483,0.001,0.9860727787017822,0.0550500862300396
20,0.9766647219657898,0.07226787507534027,0.001,0.9854454398155212,0.05332576856017113
21,0.9785062074661255,0.06752864271402359,0.001,0.9851945042610168,0.049280744045972824
22,0.9787271618843079,0.06705871224403381,0.001,0.9850690364837646,0.049557238817214966
23,0.9799646139144897,0.06397036463022232,0.001,0.9868255853652954,0.05020506680011749
24,0.9791691303253174,0.06294113397598267,0.001,0.986574649810791,0.045671191066503525
25,0.980701208114624,0.06039758399128914,0.001,0.9868255853652954,0.044754866510629654
26,0.9802592992782593,0.06167992949485779,0.001,0.9873274564743042,0.043629273772239685
27,0.9808927774429321,0.058935850858688354,0.001,0.98795485496521,0.043914202600717545
28,0.9812168478965759,0.05836968496441841,0.001,0.9868255853652954,0.04676727578043938
29,0.9823806881904602,0.05706077069044113,0.001,0.9864491820335388,0.04951560124754906
30,0.9828668236732483,0.054928798228502274,0.001,0.9864491820335388,0.05140039324760437
31,0.9823511838912964,0.05370492488145828,0.001,0.9869510531425476,0.051689691841602325
32,0.9824838042259216,0.05462728813290596,0.001,0.9863237142562866,0.0545637346804142
33,0.9842221736907959,0.05043656378984451,0.001,0.9863237142562866,0.05181809514760971
34,0.9878756403923035,0.038259357213974,0.000100000005,0.9892095327377319,0.044165514409542084
35,0.988170325756073,0.03606102243065834,0.000100000005,0.9894604682922363,0.04439340904355049
