epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.7202416062355042,0.9684848189353943,0.001,0.9371392726898193,0.20711371302604675
1,0.896022379398346,0.3424154818058014,0.001,0.9656210541725159,0.12200050801038742
2,0.9234973192214966,0.2487732619047165,0.001,0.9708908200263977,0.10499540716409683
3,0.9380966424942017,0.2021099030971527,0.001,0.9691342711448669,0.10382046550512314
4,0.9466411471366882,0.1760847568511963,0.001,0.9721455574035645,0.10648936778306961
5,0.9527254104614258,0.1554642617702484,0.001,0.9755332469940186,0.08006040751934052
6,0.9589717388153076,0.13697226345539093,0.001,0.9765369892120361,0.07880282402038574
7,0.9603123068809509,0.12832048535346985,0.001,0.9816812872886658,0.06811171770095825
8,0.9634354710578918,0.1190328598022461,0.001,0.979924738407135,0.06900773197412491
9,0.965380072593689,0.11138921976089478,0.001,0.9810539484024048,0.06173931062221527
10,0.9672362804412842,0.10663407295942307,0.001,0.9813048839569092,0.0679449513554573
11,0.9702121615409851,0.09753579646348953,0.001,0.9820576906204224,0.05962572619318962
12,0.9710371494293213,0.09743161499500275,0.001,0.9824341535568237,0.05886035040020943
13,0.9723482728004456,0.09077510982751846,0.001,0.9858218431472778,0.05246230214834213
14,0.9744696617126465,0.08375751972198486,0.001,0.9823086857795715,0.06029805913567543
15,0.9747937321662903,0.08320164680480957,0.001,0.9848180413246155,0.05628388002514839
16,0.9749705195426941,0.08153201639652252,0.001,0.9850690364837646,0.05509941279888153
17,0.977062463760376,0.07598520815372467,0.001,0.985319972038269,0.05929306894540787
18,0.9777253866195679,0.07529750466346741,0.001,0.986574649810791,0.051544398069381714
19,0.9776959419250488,0.07353884726762772,0.001,0.9858218431472778,0.05503252148628235
20,0.9780200123786926,0.0718805119395256,0.001,0.987201988697052,0.04943768307566643
21,0.9792575240135193,0.06747473776340485,0.001,0.986574649810791,0.051398634910583496
22,0.9792869687080383,0.06917918473482132,0.001,0.9855709075927734,0.05084885284304619
23,0.9804065823554993,0.06374559551477432,0.001,0.9864491820335388,0.05048966407775879
24,0.9799057245254517,0.06679520010948181,0.001,0.9870765209197998,0.050555601716041565
25,0.9804213047027588,0.06313541531562805,0.001,0.98594731092453,0.049878962337970734
26,0.9818503260612488,0.061041537672281265,0.001,0.9869510531425476,0.045527443289756775
27,0.9819387197494507,0.06037488207221031,0.001,0.9867001175880432,0.05326734855771065
28,0.9819976687431335,0.05965353175997734,0.001,0.9878293871879578,0.04867721349000931
29,0.9827194809913635,0.05850657820701599,0.001,0.9867001175880432,0.057871103286743164
30,0.983249843120575,0.05725865438580513,0.001,0.9889585971832275,0.04081158712506294
31,0.982557475566864,0.055746421217918396,0.001,0.9875783920288086,0.04962805286049843
32,0.9833971858024597,0.05304159224033356,0.001,0.9887076616287231,0.04595499485731125
33,0.9836918115615845,0.052999209612607956,0.001,0.9860727787017822,0.053217850625514984
34,0.9846199154853821,0.05165925249457359,0.001,0.98795485496521,0.04505227133631706
35,0.984708309173584,0.051973432302474976,0.001,0.9875783920288086,0.04704860970377922
36,0.9851797223091125,0.049590758979320526,0.001,0.9867001175880432,0.05243855342268944
37,0.9852533936500549,0.04850921034812927,0.001,0.9875783920288086,0.04657498747110367
38,0.9886417388916016,0.03709859400987625,0.000100000005,0.9895859360694885,0.04262583330273628
39,0.9898791909217834,0.032313719391822815,0.000100000005,0.9894604682922363,0.04064088314771652
40,0.9901590943336487,0.033842816948890686,0.000100000005,0.9899623394012451,0.038352519273757935
41,0.9909399151802063,0.02985610067844391,0.000100000005,0.9897114038467407,0.03880584239959717
42,0.9912934303283691,0.027388351038098335,0.000100000005,0.9899623394012451,0.03771982714533806
43,0.9916028380393982,0.02679874561727047,0.000100000005,0.9909661412239075,0.039083074778318405
