epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.6897613406181335,1.073630690574646,0.001,0.9213299751281738,0.2413095086812973
1,0.9086328744888306,0.29917728900909424,0.001,0.9544541835784912,0.14604201912879944
2,0.9345904588699341,0.2200910449028015,0.001,0.9601003527641296,0.12860886752605438
3,0.9460223913192749,0.18375001847743988,0.001,0.9668757915496826,0.11141609400510788
4,0.9522539973258972,0.16237302124500275,0.001,0.9700125455856323,0.10107426345348358
5,0.9564672708511353,0.1472146213054657,0.001,0.9647427797317505,0.11923196911811829
6,0.9607395529747009,0.1365787535905838,0.001,0.9726474285125732,0.08631408214569092
7,0.9637300968170166,0.12507577240467072,0.001,0.9726474285125732,0.09512665867805481
8,0.9659693837165833,0.11827049404382706,0.001,0.9742785692214966,0.09558882564306259
9,0.9681791663169861,0.10796432942152023,0.001,0.975156843662262,0.08259734511375427
10,0.9701973795890808,0.10219640284776688,0.001,0.974529504776001,0.09084564447402954
11,0.9711107611656189,0.09905479848384857,0.001,0.9741531014442444,0.08684877306222916
12,0.9731143116950989,0.09651637077331543,0.001,0.9728983640670776,0.10009532421827316
13,0.9737330675125122,0.09565893560647964,0.001,0.9808030128479004,0.0738871693611145
14,0.9724661111831665,0.09448380768299103,0.001,0.9785445332527161,0.07124447822570801
15,0.9753830432891846,0.08669283241033554,0.001,0.9790464043617249,0.07765480875968933
16,0.9747348427772522,0.08981730788946152,0.001,0.9815558195114136,0.06439756602048874
17,0.9769003987312317,0.08256883174180984,0.001,0.9765369892120361,0.08798215538263321
18,0.9774307608604431,0.07868193089962006,0.001,0.9824341535568237,0.06389594078063965
19,0.9776664972305298,0.08055026084184647,0.001,0.9825596213340759,0.06808497756719589
20,0.9786240458488464,0.07475157082080841,0.001,0.981179416179657,0.07534763216972351
21,0.9788155555725098,0.07650068402290344,0.001,0.9813048839569092,0.071744404733181
22,0.9786240458488464,0.07488618046045303,0.001,0.9825596213340759,0.06980118155479431
23,0.9791691303253174,0.07423820346593857,0.001,0.9841907024383545,0.061937008053064346
24,0.9796994924545288,0.07287608832120895,0.001,0.9834378957748413,0.06173171103000641
25,0.9802887439727783,0.06993124634027481,0.001,0.9823086857795715,0.06693529337644577
26,0.980553925037384,0.0692780539393425,0.001,0.9843161702156067,0.06115628033876419
27,0.9814673066139221,0.06304733455181122,0.001,0.9820576906204224,0.07088647782802582
28,0.982130229473114,0.06344156712293625,0.001,0.9814303517341614,0.08214014768600464
29,0.9813936352729797,0.06363743543624878,0.001,0.9836888313293457,0.06172637268900871
30,0.9815409779548645,0.06568433344364166,0.001,0.9839397668838501,0.06207861006259918
31,0.9833087921142578,0.061008382588624954,0.001,0.9848180413246155,0.0608360730111599
32,0.9826163649559021,0.06127562001347542,0.001,0.9820576906204224,0.06695066392421722
33,0.9830730557441711,0.05951555445790291,0.001,0.9829360246658325,0.06704062223434448
34,0.983677089214325,0.059033527970314026,0.001,0.9834378957748413,0.06295015662908554
35,0.9840895533561707,0.0588814951479435,0.001,0.9854454398155212,0.06021226942539215
36,0.9841042757034302,0.056922245770692825,0.001,0.9839397668838501,0.06431742757558823
37,0.983677089214325,0.05788831785321236,0.001,0.9850690364837646,0.05621587112545967
38,0.9854449033737183,0.05524006485939026,0.001,0.9870765209197998,0.05339009314775467
39,0.9837654829025269,0.0589432455599308,0.001,0.9844416379928589,0.06545691192150116
40,0.9845757484436035,0.05593611299991608,0.001,0.9858218431472778,0.05440317466855049
41,0.9851060509681702,0.05307324230670929,0.001,0.98594731092453,0.05833704024553299
42,0.9847524762153625,0.05461739003658295,0.001,0.9860727787017822,0.06288570910692215
43,0.9847967028617859,0.05395131930708885,0.001,0.9833124279975891,0.05880601704120636
44,0.9852975606918335,0.051944226026535034,0.001,0.98594731092453,0.06617682427167892
45,0.9855627417564392,0.05163506418466568,0.001,0.9843161702156067,0.06469879299402237
46,0.9892457127571106,0.03664904832839966,0.000100000005,0.98795485496521,0.05544443428516388
47,0.990321159362793,0.03400595113635063,0.000100000005,0.9887076616287231,0.05563434958457947
